departamento_id,disciplina,codigo,unidade_responsavel,ementa
314, CONSTRUCAO DO CONHECIMENTO CIENTIFICO,CET0041 ,CENTRO DE EXCELENCIA EM TURISMO ,"O carater multidisciplinar do Turismo. Conhecimento cientifico: construcao do conhecimento e processo de investigacao em Turismo. Metodo, metodologia. Producao e apresentacao de projetos e trabalhos cientificos na area do Turismo."
314, PROJETO INTEGRADOR EM TURISMO 1,CET0042 ,CENTRO DE EXCELENCIA EM TURISMO ,"Contextualizacao e articulacao dos conteudos ministrados em cada semestre. Construcao e realizacao de projetos e atividades interdisciplinares.A disciplina Projeto Integrador em Turismo I relaciona-se especialmente com as seguintes disciplinas: Estudo do Turismo I, Estudo do Turismo II, Geografia e Turismo, Historia: natureza e cultura, Sustentabilidade e Turismo, Construcao do Conhecimento Cientifico, Introducao a Economia, Introducao a Administracao e Ecologia e Turismo."
314, ESTUDO DO TURISMO 3,CET0043 ,CENTRO DE EXCELENCIA EM TURISMO ,Principais fundamentos e teorias de diferentes areas do conhecimento e suas implicacoes e aplicacoes no Turismo. Processos sociais e Turismo. As relacoes trabalho e lazer na contemporaneidade. Turismo como fenomeno coletivo e seus impactos.
314, COMUNICACAO NO TURISMO,CET0044 ,CENTRO DE EXCELENCIA EM TURISMO ,"Principais fundamentos e teorias da comunicacao  e suas interfaces com o Turismo. O Turismo como espaco de comunicacao interpessoal, itercultural e organizacional, e como processo de publicizacao do local. Abordagem da comunicacao como ciencia, num enfoque psico-sociologico, capaz de explicar as reacoes pretendidas pelo comunicador em suas diversas funcoes."
314, ESTRUTURAS DE SUPORTE AO TURISMO,CET0045 ,CENTRO DE EXCELENCIA EM TURISMO ,Infraestrutura basica e turistica: caracterizacao e inter-relacoes. Competencias do poder publico e da iniciativa privada em relacao aos incentivos para o desenvolvimento do turismo e principais programas e linhas de incentivo.
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0050 ,CENTRO DE EXCELENCIA EM TURISMO ,"Evolucao historico-conceitual de hospitalidade e de hospedagem em relacao ao desenvolvimento do turismo. Meios de hospedagem: tipologia, classificacao, caracteristicas, organizacao e interfaces com os demais fornecedores de servicos turisticos e clientes."
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0051 ,CENTRO DE EXCELENCIA EM TURISMO ,"Teorias do lazer, recreacao e tempo livre e as implicacoes no Turismo.  Aspectos bio-socio-culturais das atividades ludicas no processo de desenvolvimento humano. Atuacao e organizacao dos servicos e equipamentos turisticos de lazer: definicoes, classificacoes e funcoes."
314, EQUIPAMENTOS E SERVICOS TURISTICOS,CET0052 ,CENTRO DE EXCELENCIA EM TURISMO ,"Contextualizacao e organizacao dos servicos de agenciamento, operacao e transporte turistico: definicoes, classificacoes, funcoes e atuacao de agencias, operadoras e transportadoras. Sistemas de operacao e transporte turistico. Infraestrutura e transporte: multimodalidade. Relacoes entre agencias, operadoras, transportadoras, fornecedores de servicos turisticos, orgaos governamentais e clientes"
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0053 ,CENTRO DE EXCELENCIA EM TURISMO ,Introducao ao Turismo de Eventos. Conceituacao e aplicacao de turismo de eventos. Classificacao e tipologia dos eventos. Cenario atual e tendencias em eventos. Planejamento de Eventos e Mega Eventos. Operacionalizacao de um evento: estudo das fases dos eventos. Administracao financeira de eventos. Sazonalidade. Eventos como estrategia de marketing. Captacao de eventos. Conceituacao e elaboracao de cerimonial e protocolo de eventos. Etiqueta em eventos
314, EQUIPAMENTOS E SERVICOS TURISTICOS ,CET0054 ,CENTRO DE EXCELENCIA EM TURISMO ,"Historico da gastronomia e contextualizacao dos patrimonios culinarios, dos servicos de alimentacao no desenvolvimento do turismo. A gastronomia como componente da identidade de destinos. Servicos de alimentacao: definicoes, tipologia, classificacao, caracteristica e organizacao. Relacoes com os demais fornecedores de servicos turisticos e clientes"
314, PROJETO INTEGRADOR EM TURISMO 2,CET0055 ,CENTRO DE EXCELENCIA EM TURISMO ,"Contextualizacao e articulacao dos conteudos ministrados dos semestres. Construcao e realizacao de projetos e atividades interdisciplinares. Refletir sobre a relacao hospitalidade, cidade e turismo a partir da area objeto de estudo (Brasilia/DF), sob uma perspectiva interdisciplinar"
650, DECRESCIMENTO: CONSUMIR MENOS PARA QUE TODOS VIVAM MELHOR,CEM0005 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"Levar para os alunos de graduacao, de forma dialogica, e multidisciplinar, a problematica mundial no que se refere aos gastos dos recursos naturais do planeta em funcao de um consumismo exacerbado. Ensina-los a fazer uma reflexao sobre a situacao atual dos problemas que poe em perigo a vida de todos. Ajuda-los a elaborar propostas que levam a humanidade a ter uma convivencia harmoniosa com a natureza.Depois de algumas decadas de desperdicio frenetico, parece que entramos na zona das tempestades - no sentido proprio e o figurado... As perturbacoes climaticas sao acompanhadas pelas guerras do petroleo, que serao seguidas pela guerra da agua, mas tambem por possiveis pandemias, desaparecimento de especies vegetais e animais essenciais como consequencia de catastrofes biogeneticas previsiveis.Nessas condicoes, a sociedade de crescimento nao e sustentavel, nem desejavel. E urgente, portanto, que se pense numa sociedade de ""decrescimento"", se possivel serena e convival.A sociedade de crescimento pode ser definida como uma sociedade dominada por uma economia de crescimento, precisamente, e que tende a se deixar absorver por ela. O crescimento pelo crescimento torna-se assim o objetivo primordial, senao o unico da vida. Uma tal sociedade nao e sustentavel, porque se choca com os limites da biosfera. Se tomarmos, como indice do ""peso"" para o meio ambiente de nosso modo de vida, ""a marca"" ecologica deste ultimo em superficie terrestre necessaria, obteremos resultados insustentaveis, tanto do ponto de vista da equidade nos direitos de retirada da natureza, quanto do ponto de vista da capacidade de regeneracao da biosfera. Um cidadao dos Estados Unidos consome em media 9,6 hectares, um canadense 7,2, um europeu medio 4,5. Estamos, portanto, muito distantes da igualdade planetaria e mais ainda de um modo de civilizacao sustentavel, que precisaria se limitar a 1,4 hectare, admitindo-se que a populacao atua permaneca estavel.Trata-se de uma disciplina que levara os alunos a comecarem a pensar em um novo processo civilizatorio.(Latouche, S. e Carvalho JLH de)"
650," UNIVERSIDADE, SOCIEDADE E ESTADO",CEM0015 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"Estado e organizacao da educacao superior no Brasil. Politicas publicas de educacao r. Universidade e desenvolvimento nacional. A universidade brasileira: caracteristicas, modelos, a Universidade de Brasilia, formacao, extensao, praticas educativas, producao de conhecimento, problemas, comunidade universitaria, atencao a vida estudantil, acoes afirmativas, compromisso social e relacoes com a sociedade, perspectivas, educacao superior e universidades no mundo. 

OBJETIVOS: Promover o conhecimento do sistema de educacao superior brasileiro, em especial das universidades publicas; debater a situacao atual, os principais problemas, modelos e as perspectivas da universidade brasileira, sua relacao com a sociedade e seu papel para o desenvolvimento nacional."
650, LAYA YOGA ,CEM0018 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"Esta disciplina e pratica, e se realiza em sessoes guiadas de meditacao terapeutica de Laya Yoga. A meditacao realiza-se por meio de Pranayamas, que sao exercicios respiratorios realizados em Samanasana (pernas cruzadas em frente ao corpo), e de relaxamento profundo realizado em Savasana (decubito dorsal)."
650, DIVERSIDADE SEXUAL E DE GENERO E POLITICAS PUBLICAS,CEM0021 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"A presente disciplina tem por objetivo introduzir questoes relacionadas a diversidade sexual e de genero: conquista de direitos, construcao de politicas publicas e ampliacao da cidadania. As bandeiras de luta defendida pelos movimentos feminista e LGBT+ produziu e produz mudancas no regime de visibilidade da diversidade sexual e de genero, alterando o enquadramento dessas populacoes, tanto em relacao ao olhar do Estado como da sociedade. Para compreender esse processo, aciona-se a producao brasileira e internacional sobre diversidade sexual e de genero no campo do Direito, das Politicas Publicas, da Psicologia, do Servico Social, Sociologia, Ciencia Politica, Antropologia, Comunicacao e Artes e diversas outras areas que dialoguem de forma critica com o conteudo. Mobilizar a producao de conhecimento em diversos campos visa constituir para uma reflexao interdisciplinar critica a partir do eixo tematico como forma de contribuir para formacao tecnica, teorica, politica, humana e social de discentes de graduacao."
650, ESTUDOS AMAZONICOS,CEM0022 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"Conceitos importantes para conhecimento da realidade da Amazonia; leitura e discussao de textos; elaboracao do projeto da Vivencia Amazonica; metodos e ferramentas de pesquisa; analise e reflexao critica sobre Vivencias como processo de troca e aprendizagem; o carater inter, multi e transdisciplinar da Vivencia Amazonica; viagem de estudos a Amazonia (Vivencia Amazonica); elaboracao de relatorios."
650, APRENDIZAGEM E DESENVOLVIMENTO MOTOR HUMANO 2,CEM0023 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,
650, LINGUAGEM E GLOBALIZACAO,CEM0035 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,
650, CULTURA PODER E RELACOES RACIAIS,CEM0043 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,Estudos acerca das dimensoes ideologicas do racismo no ambito da cultura e dos espacos de poder. Abordagem critica que busca a compreensao do racismo enquanto fenomeno estrutural que tambem da forma e conteudo a sociedade brasileira.
650, TOPICOS ESPECIAIS SOBRE A AMAZONIA,CEM0047 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"Criterios de delimitacao regional; o meio fisico: aspectos da geologia e da ecologia; historia regional; as populacoes amazonicas; transformacoes ambientais, economicas e socioculturais nos seculos XX e XXI."
650, PROMOCAO DA SAUDE 3,CEM0051 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"A disciplina apresenta um conjunto de bases teoricas direcionadas ao conceito de Promocao da Saude no transcorrer da historia, como forma de aproximacao entre o conhecimento e a realidade, producao de conhecimento, discussao de aspectos historicos, politicos e pratica para os profissionais da saude, educacao e ciencias sociais. Aborda tambem conteudos associados as experiencias internacionais e nacionais relacionadas a promocao da saude, oportunizando um momento de pratica no processo de ensino aprendizagem quando o discente tera que elaborar reflexoes criticas sobre o tema. Na fase de atividades em grupo, a disciplina contempla oficinas direcionadas aos Estudos de Caso e ao planejamento de acoes de
Promocao da Saude, nas quais os discentes sao convidados a analisar e refletir casos de sucesso e fracasso, bem como construirem juntos uma base comum de conhecimento."
650, INTRODUCAO A GESTAO AMBIENTAL,CEM0054 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"EMENTA: Discutir as nocoes basicas para compreensao da complexidade das questoes ambientais e promover o debate sobre os principais temas ambientais nos niveis local, regional, nacional e global. Dar enfase as questoes ambientais no DF. Para a promocao do desenvolvimento sustentavel a questao ambiental deve permear todos os setores da atividade economica e a formulacao de politicas publicas.JUSTIFICATIVA: Trata-se de disciplina multi e interdisciplinar, podendo inserir-se nos curriculos onde sejam previstos espacos opcionais para este tipo de abordagem e de estudos. A disciplina oferece tambem subsidios teoricos para apoiar projetos de pesquisa e monografias na area de gestao ambiental. Existe uma demanda reprimida na graduacao por disciplinas que discutam a complexidade das questoes ambientais. Alunos das areas de engenharia florestal, agronomia, geografia e biologia, entre outras, tem manifestado interesse em participar desse espaco de debates, principalmente tendo em vista a discussao dos problemas socio-ambientais do DF. A disciplina tem um carater introdutorio, para discutir conceitos basicos como desenvolvimento e sustentabilidade, e contara com a participacao de pesquisadores ligados a projetos ambientais no DF e no Cerrado."
650, PROCESSOS SOCIO,CEM0056 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"As condicoes socio-historicas do processo revolucionario cubano. A etapa anterior a decada de1960. Aspectos estruturais de transformacao pos 1959 nos campos historicos e socio-culturais, da economia e da politica.  O periodo especial . Conformacao do Estado cubano na atualidade frente aos novos desafios."
650, MULTICULTURALISMO E BUDISMO NA CONTEMPORANEIDADE,CEM0067 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"Multiculturalismo, planetarizacao e a questao da ocidentalizacao do mundo. Dessecularizacao e conflitos etnicos e religiosos. Budismo e tradicoes religiosas asiaticas. Escrituras canonicas da tradicao budista. Fundamentos originarios do budismo. Atualidade do pensamento budista originario. A questao da orientalizacao do mundo."
650, CULTURA E PAZ,CEM0084 ,CENTRO ESTUDOS AVANCADOS MULTIDISCIPLIN ,"## => VIVEMOS NUMA CRISE PROFUNDA DE VALORES E PRECISO  DESENVOL-VER SUA COMPREENSAO SOBRE  AS  CAUSAS E EFEITOS,  LOCAIS  E GLOBAIS,DA CRISE-PESSOAL, SOCIAL E AMBIENTEL EM QUE VIVEMOS. AO MESMO  TEM-PO QUE TRABALHAREMOS SOBRE A NOSSA PROPRIA EXPERENCIA.   TAMBEM TRABALHAREMOS AS POSSIBILIDADES DE SUPERACAO CRIATIVA DESTA  MESMA   CRISE   ATRAVES   DA  PERSPECTIVA DE OLHAR OS PROBLEMAS COM OS OLHOS DO OUTRO E PROPICIAR O EXERCICIO DA ESCUTA SENSIVEL E DE  EM- PATRIA   ENTRE   AS  PESSOAS. ISTO E FUNDAMENTAL PARA QUE POSSAMOSENTENDER  A  PAZ  ALEM  DA  SITUACAO   INTERNACIONAL DE DESIQUILIBRIONORTE-SUL E A CARREIRA   DE   ARMAMENTO  SE NAO QUE DEVEMOS COMBI-NAR TAMBEM ENSINO/APRENDIZAGEM DE HABILIDADES/COOPERACAO  CRITICA, SIMPATIA, CONHECIMENTO E ATIVIDADES/AUTO-RESPEITO, RESPEITO PE-LOS DEMAIS COMPROMISSO COM A JSUTICA PARA A RESOLUCAO DOS CONFLITOS, A PARTIR DOMETODO VIVENCIAL SE BUSCARA DESENCADEAR  PROCES-SOS DE AUTO-CONHECIMENTO E TRANSMUTACAO BIO-PSIQUICA, COM REFLE-XOS NA ELABORACAO DE VALORES E HABITOS - COMPARTIMENTOS.  O METO-DO VIVENCIAL TRABALHA  TAMBEM  COM  A NOCAO ANTROPOLOGICA DE RITO TRAZENDO   COMO   INSTRUMENTO  PEDAGOGICO A UTILIZACAO DO ESPACO-TEMPO VIVENCIAL  DIFERENCIADO  DAS  ACOES   E  CONTEXTOS COTIDIANOS,ONDE SE CRIAM CONDICOES  ESPECIFICAS  PARA  A  EXPERIENCIA PESSOAL EINTERSUBJETIVA DE AUTOCONHECIMENTO E PERCEPCAO CRIATIVA."
